date,cleanText
2016-04-03,"Model 3 will be RWD, with dual motor AWD optional. Even RWD will have great traction on ice due to fast torque response of Tesla drivetrain. Superchargers and service centers will cover all of Italy later this year It will make sense after part 2 of the Model 3 unveil A Model 3 order gives you priority in your geography, so, even tho total count is high, ordering early will make a big difference locally. 276k Model 3 orders by end of Sat Model 3 design sketches Model 3 will be RWD, with dual motor AWD optional. Even RWD will have great traction on ice due to fast torque response of Tesla drivetrain. Superchargers and service centers will cover all of Italy later this year It will make sense after part 2 of the Model 3 unveil A Model 3 order gives you priority in your geography, so, even tho total count is high, ordering early will make a big difference locally. Our production ramp plan should enable large numbers of non X/S customers to receive the credit. 276k Model 3 orders by end of Sat Model 3 design sketches yes, but production AWD will be a lot faster Matte black was surprisingly popular. Probably makes sense to bring it to production."
2016-04-04,Coming soon for all Tesla cars. Just an OTA software update.
2016-04-05,Most telling is that the SpaceX Propulsion CTO switched from driving a Porsche 911 Turbo S to a Model X Model X review Most telling is that the SpaceX Propulsion CTO switched from driving a Porsche 911 Turbo S to a Model X Model X review
2016-04-07,"Battery uses no rare Earth metals. Main ingredient is nickel, which is what's used to coat cutlery, so very non-toxic."
2016-04-08,SolarCity panels produce enough zero carbon energy to charge entire Tesla fleet
2016-04-09,"Just wanted to write a note of appreciation for all those who have supported Tesla, SpaceX &amp; SolarCity over the years. Thank you."
2016-04-11,"Activate autopilot 4X in quick succession for psychedelic cowbell road. And, yes, we are adding more cowbell soon."
2016-04-17,Owner video of Autopilot steering to avoid collision with a truck
2016-04-20,That article was incredibly misleading and you should know it. Wager right now that Sun has received far more than Tesla? Looks like Model X resale value is holding up well :) That article was incredibly misleading and you should know it. Wager right now that Sun has received far more than Tesla? Looks like Model X resale value is holding up well :)
2016-04-29,Simple answer is that there just aren't many used Teslas available. Demand &gt;&gt; supply.
2016-04-30,Temporary spike in some areas due to X 3rd row seat recall. Should be sorted by June.
2016-05-01,"Have been reviewing end of line production quality personally. Slowed things down temporarily, but it's for the best. Have been reviewing end of line production quality personally. Slowed things down temporarily, but it's for the best."
2016-05-05,"Tesla is increasing the production ramp as fast as possible, but I'd recommend ordering a Model 3 soon if you want 2018 delivery"
2016-05-14,Excited to announce Tesla's entry into automotive racing!
2016-05-18,"Yes, but it is false of Merc News to say that Tesla took advantage of low cost labor. We paid $55/hr. That is unequivocal. Per the letter, Tesla paid $55/hr for *additional* services, so no. Yes, but it is false of Merc News to say that Tesla took advantage of low cost labor. We paid $55/hr. That is unequivocal. Merc News story about Tesla using $5/hr labor seems to be missing a digit. Tesla actually paid $55/hr."
2016-05-25,Really fun Model X review by . Best part is X racing while towing a fuel sports car
2016-06-01,Good summary of Tesla annual meeting by Good summary of Tesla annual meeting by
2016-06-02,Supercharger policy explained well by : Will post detailed description soon. I think it's a good balance.
2016-06-04,Good article from explaining how little incentives have actually contributed to Tesla funding
2016-06-08,Would like to clarify that Tesla is working exclusively with Panasonic for Model 3 cells. News articles claiming otherwise are incorrect. Would like to clarify that Tesla is working exclusively with Panasonic for Model 3 cells. News articles claiming otherwise are incorrect.
2016-06-10,Nice comment about the Model S by CvK on Would seem to indicate that one or more people sought to create the false impression of a safety issue where none existed. Q is why? NHTSA confirmed today that they found no safety concern with the Model S suspension and have no further need for data from us on this matter Nice comment about the Model S by CvK on
2016-06-19,"We *def* don't recommended this, but Model S floats well enough to turn it into a boat for short periods of time. Thrust via wheel rotation. Drive units and battery are sealed We *def* don't recommended this, but Model S floats well enough to turn it into a boat for short periods of time. Thrust via wheel rotation. Tesla owner drives through a flooded tunnel &amp; out the other side"
2016-06-29,Thoughtful analysis of the Tesla/SolarCity merger by
2016-07-05,"Wrong to exclude non-occupant deaths. Autopilot would have prevented this cyclist from being killed If you care about auto deaths as material to stock prices, why no articles about 1M+/year deaths from other auto companies? Yes, it was material to you -- BS article increased your advertising revenue. Just wasn't material to TSLA, as shown by market."
2016-07-06,"Tesla Tesla Autopilot is named after aircraft autopilot, as it is always expected that a pilot must stay alert. The Google term of self-driving would probably be more appropriate then. Tesla Tesla Autopilot is named after aircraft autopilot, as it is always expected that a pilot must stay alert. All publicly known Tesla product developments are called out, incl vehicles and batteries. Would be odd *not* to include. Tesla response to the misleading Fortune articles about Autopilot"
2016-07-08,"Model S had the lowest probability of injury of any car ever tested by NHTSA, which is why ..."
2016-07-10,"US is ~11 deaths per billion miles. WW is 17 deaths per billion. Autopilot already much better than either so far. Probably six months. Will include hundreds of refinements to handle rare corner cases in Autopilot. Probably six months. Will include hundreds of refinements to handle rare corner cases in Autopilot. Kinda. Creating a seamlessly integrated Tesla battery &amp; solar power product that looks beautiful is the reason Blog on Autopilot by US is ~11 deaths per billion miles. WW is 17 deaths per billion. Autopilot already much better than either so far. It is extensively tested in the lab and in the Tesla test fleet. However, there is no substitute for real world experience. Misunderstanding of what ""beta"" means to Tesla for Autopilot: any system w less than 1B miles of real world driving Today is Nikola Tesla's birthday. I hope he likes what we've done in his name. Working on Top Secret Tesla Masterplan, Part 2. Hoping to publish later this week."
2016-07-12,"Tesla finishes last in being salesy! Good. Also, I can't believe there is a real Pied Piper."
2016-07-13,We don't mind taking the heat for customer safety. It is the right thing to do. From We don't mind taking the heat for customer safety. It is the right thing to do. From
2016-07-14,"Onboard vehicle logs show Autopilot was turned off in Pennsylvania crash. Moreover, crash would not have occurred if it was on. EU regulators find no safety concerns with Autopilot"
2016-07-15,"Working on using existing Tesla radar by itself (decoupled from camera) w temporal smoothing to create a coarse point cloud, like lidar"
2016-07-17,"Tesla customers are v smart &amp; don't want media speaking on their behalf abt Autopilot. Recent poll: 0.0% want it disabled -- not 0.1%, 0.0%. Sensible article on Autopilot by guardian Tesla customers are v smart &amp; don't want media speaking on their behalf abt Autopilot. Recent poll: 0.0% want it disabled -- not 0.1%, 0.0%. Great rebuttal by a Tesla owner to those calling for Autopilot to be disabled. Was written with zero input from us. Have to focus on tonight's launch. Will post Tesla (master) product plan afterwards. Btw, want to thank both Bosch and MobilEye for their help and support in making Autopilot better. Please direct all criticism at Tesla. Sensible article on Autopilot by guardian"
2016-07-18,"Thanks. Exactly. Some in the press think they're so much smarter than Tesla owners that ""they know better"". Makes no sense."
